what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285023723955
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285023729321
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1285023729433
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285023739017
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285023739848
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285023743526
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1285023773044
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285023773963
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1285023775207
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285023775592
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1285023778331
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285023804296
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285023815307
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285023821933
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285023823063
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1285023825030
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285023828607
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1285023832507
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285023852906
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1285023860916
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285023896486
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285023897933
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285023900431
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285023903520
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285024108886
