what,kind,bundleId,bundleVersion,description,time
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1285021998207
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1285021998207
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1285021998207
java.vm.specification.version,sysinfo,,,"1.0",1285021998207
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1285021998207
java.vm.version,sysinfo,,,"16.0-b13",1285021998207
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1285022004136
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1285022007707
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1285022008126
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285022008283
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285022008519
started,bundle,org.eclipse.jdt.apt.core,3.3.201.R35x_v20090818-0235,"org.eclipse.jdt.apt.core",1285022009030
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.201.R35x_v20090818-0225,"org.eclipse.jdt.apt.pluggable.core",1285022009035
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1285022009067
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1285022009722
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285022010034
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285022010410
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285022011725
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285022014792
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285022097744
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285022113889
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285022117534
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285022214543
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285022218726
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285022233751
