what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285024134585
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285024223049
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285024233150
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285026274509
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285026277925
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285026279135
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285026279572
stopped,bundle,com.omondo.uml.std,3.5.0.v20090815,"com.omondo.uml.std",1285026279883
stopped,bundle,org.eclipse.mylyn.ide.ant,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.ide.ant",1285026279884
stopped,bundle,org.eclipse.ant.ui,3.4.1.v20090901_r351,"org.eclipse.ant.ui",1285026279885
stopped,bundle,com.omondo.uml.docgen,3.5.0.v20090815,"com.omondo.uml.docgen",1285026279891
stopped,bundle,com.omondo.uml.core,3.5.0.v20090815,"com.omondo.uml.core",1285026279891
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1285026279892
stopped,bundle,org.eclipse.emf.compare.ui,1.0.0.v200906220949,"org.eclipse.emf.compare.ui",1285026279894
stopped,bundle,org.eclipse.mylyn.java.tasks,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.java.tasks",1285026279895
stopped,bundle,org.eclipse.mylyn.java.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.java.ui",1285026279896
stopped,bundle,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit",1285026279899
stopped,bundle,com.objectaid.uml.cls.java,0.9.86,"com.objectaid.uml.cls.java",1285026279900
stopped,bundle,com.objectaid.uml.cls,0.9.86,"com.objectaid.uml.cls",1285026279900
stopped,bundle,com.objectaid.uml.java,0.9.86,"com.objectaid.uml.java",1285026279901
stopped,bundle,com.omondo.uml.wtp.ui,1.4.0.v20090815,"com.omondo.uml.wtp.ui",1285026279904
stopped,bundle,com.omondo.uml.jee,1.4.0.v20090815,"com.omondo.uml.jee",1285026279907
stopped,bundle,com.omondo.uml.wtp,1.4.0.v20090815,"com.omondo.uml.wtp",1285026279909
stopped,bundle,com.vp.vpsde.ec,5.1.0.0,"com.vp.vpsde.ec",1285026279909
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.ui",1285026279911
